,count,rank,num,metric
0,42,0.1544,272,0.0060617581254377275
1,29,0.1062,273,0.006995335754612565
2,34,0.1223,278,0.00848004457939873
3,39,0.1378,283,0.013876552882115319
4,36,0.1246,289,0.00606547643587969
5,42,0.1429,294,0.011364160330133247
6,34,0.1153,295,0.0022279226534644182
7,45,0.15,300,0.008215751118147903
8,41,0.1336,307,0.007685846471636071
9,42,0.1312,320,0.014996015729964632
10,56,0.1718,326,0.01688640310438608
11,59,0.1756,336,0.016008801071261562
12,55,0.1603,343,0.020937740154958303
13,53,0.1519,349,0.008264260658800789
14,62,0.1751,354,0.02078000364792773
15,73,0.2022,361,0.015313573756896237
16,73,0.1973,370,0.021355739080816474
17,61,0.1622,376,0.009398338430528522
18,64,0.1649,388,0.014939484570244322
19,77,0.1944,396,0.007980757335087687
20,72,0.1778,405,0.021798465666043345
21,75,0.1812,414,0.011741834300166525
22,73,0.1738,420,0.01650415058816504
23,69,0.1612,428,0.010887977127425362
24,69,0.1586,435,0.013925471631968183
25,80,0.1802,444,0.008752977827289059
26,68,0.1495,455,0.009119064973444037
27,68,0.1444,471,0.007060624795449984
28,86,0.177,486,0.010945416614087513
29,82,0.1653,496,0.015343086788226372
30,95,0.1855,512,0.017002968775339727
31,82,0.1562,525,0.015378499602845496
32,82,0.1496,548,0.009933843798490202
33,90,0.1573,572,0.016267576059112387
34,103,0.174,592,0.019042201556118094
35,103,0.1675,615,0.014235129472196321
36,104,0.1643,633,0.013489249212265722
37,105,0.1613,651,0.015086653662525323
38,105,0.1546,679,0.011411584382774955
39,122,0.1718,710,0.01964495375923706
40,137,0.1832,748,0.02047011685543184
41,147,0.1865,788,0.01840467662280501
42,156,0.1884,828,0.013871330287921904
43,167,0.1891,883,0.013786067512213665
44,153,0.164,933,0.015086749788089692
45,185,0.183,1011,0.022625842466008857
46,213,0.1954,1090,0.021474411631395737
47,159,0.1459,1090,0.01406246139662892
48,166,0.1523,1090,0.017149830542894026
49,139,0.1275,1090,0.01994929787261682
